"customer_id","customer_name","age","gender","mobile_number","city","purchase_date","product_category","product_name","quantity","unit_price","total_spend","payment_method","channel","customer_segment","year","month_num","month_name","day","hour","day_of_week","quarter","is_weekend","is_month_end","season","time_of_day","age_group","log_unit_price","log_total_spend","spend_tier"
"CID215","Gaurav Kapoor",40,"Male","7064078491","Surat",2023-01-01 17:53:21,"Sports","Yoga Mat",3,915.76,2747.28,"Cash","Mobile App","Regular",2023,1,"Jan",1,17,"Sun","Q1",TRUE,FALSE,"Winter","Evening","36-45",6.8208,7.9187,"Mid Spender"
"CID034","Rashmi Chadha",55,"Female","7834774835","Jaipur",2023-01-02 09:41:38,"Other","Stainless Steel Bottle",1,599.28,599.28,"Debit Card","In-Store","New Customer",2023,1,"Jan",2,9,"Mon","Q1",FALSE,FALSE,"Winter","Morning","46-55",6.3974,6.3974,"Low Spender"
"CID034","Rashmi Chadha",55,"Female","7834774835","Jaipur",2023-01-02 09:41:38,"Groceries","Bournvita 1kg",1,301.85,301.85,"Debit Card","Mobile App","New Customer",2023,1,"Jan",2,9,"Mon","Q1",FALSE,FALSE,"Winter","Morning","46-55",5.7132,5.7132,"Low Spender"
"CID034","Rashmi Chadha",55,"Female","7834774835","Jaipur",2023-01-02 09:41:38,"Groceries","Amul Butter 500g",5,256.13,1280.65,"Debit Card","Mobile App","New Customer",2023,1,"Jan",2,9,"Mon","Q1",FALSE,FALSE,"Winter","Morning","46-55",5.5496,7.1559,"Mid Spender"
"CID269","Rohit Antony",50,"Other","9417889240","Delhi",2023-01-02 10:35:56,"Beauty","Dove Soap Pack 4",1,264.13,264.13,"UPI","Online","VIP",2023,1,"Jan",2,10,"Mon","Q1",FALSE,FALSE,"Winter","Morning","46-55",5.5802,5.5802,"Low Spender"
"CID109","Rahul Khan",36,"Male","7906597236","Bangalore",2023-01-02 12:28:58,"Automotive","Helmet Full Face",1,5987.99,5987.99,"Credit Card","Online","VIP",2023,1,"Jan",2,12,"Mon","Q1",FALSE,FALSE,"Winter","Afternoon","36-45",8.6977,8.6977,"High Spender"
"CID109","Rahul Khan",36,"Male","7906597236","Bangalore",2023-01-02 12:28:58,"Automotive","Helmet Full Face",2,5195.74,10391.48,"Cash","Mobile App","VIP",2023,1,"Jan",2,12,"Mon","Q1",FALSE,FALSE,"Winter","Afternoon","36-45",8.5558,9.2488,"High Spender"
"CID109","Rahul Khan",36,"Male","7906597236","Bangalore",2023-01-02 12:28:58,"Furniture","Study Table",1,10952.12,10952.12,"Credit Card","Mobile App","VIP",2023,1,"Jan",2,12,"Mon","Q1",FALSE,FALSE,"Winter","Afternoon","36-45",9.3014,9.3014,"High Spender"
"CID092","Anushka Ali",60,"Female","7340941629","Ahmedabad",2023-01-02 13:43:15,"Furniture","Sofa Set 3+1+1",1,28169.2,28169.2,"UPI","Online","Regular",2023,1,"Jan",2,13,"Mon","Q1",FALSE,FALSE,"Winter","Afternoon","55+",10.246,10.246,"High Spender"
"CID249","Riya Malhotra",19,"Female","7679714169","Pune",2023-01-02 14:01:29,"Toys","Barbie Doll House",2,4551.02,9102.04,"UPI","Mobile App","New Customer",2023,1,"Jan",2,14,"Mon","Q1",FALSE,FALSE,"Winter","Afternoon","18-25",8.4233,9.1164,"High Spender"
"CID249","Riya Malhotra",19,"Female","7679714169","Pune",2023-01-02 14:01:29,"Toys","Puzzle 1000 Pieces",2,778.64,1557.28,"Debit Card","Online","New Customer",2023,1,"Jan",2,14,"Mon","Q1",FALSE,FALSE,"Winter","Afternoon","18-25",6.6588,7.3513,"Mid Spender"
"CID129","Rekha Rao",29,"Female","8376103690","Pune",2023-01-02 15:12:39,"Electronics","Gaming Mouse",6,1794.77,10768.62,"Debit Card","Online","New Customer",2023,1,"Jan",2,15,"Mon","Q1",FALSE,FALSE,"Winter","Evening","26-35",7.4932,9.2845,"High Spender"
"CID129","Rekha Rao",29,"Female","8376103690","Pune",2023-01-02 15:12:39,"Electronics","PS5",2,44869.49,89738.98,"Debit Card","Online","New Customer",2023,1,"Jan",2,15,"Mon","Q1",FALSE,FALSE,"Winter","Evening","26-35",10.7115,11.4047,"High Spender"
"CID244","Ganesh Arora",58,"Male","9715163809","Bangalore",2023-01-02 16:41:04,"Automotive","LED Car Headlight Set",1,1675.84,1675.84,"Debit Card","Phone","New Customer",2023,1,"Jan",2,16,"Mon","Q1",FALSE,FALSE,"Winter","Evening","55+",7.4247,7.4247,"Mid Spender"
"CID256","Bhuvan Baig",24,"Other","7657701754","Kolkata",2023-01-02 17:05:43,"Electronics","Canon DSLR Camera",1,36554.21,36554.21,"Net Banking","Mobile App","Regular",2023,1,"Jan",2,17,"Mon","Q1",FALSE,FALSE,"Winter","Evening","18-25",10.5066,10.5066,"High Spender"
"CID256","Bhuvan Baig",24,"Other","7657701754","Kolkata",2023-01-02 17:05:43,"Electronics","OnePlus Nord 4",1,21397.7,21397.7,"Net Banking","Mobile App","Regular",2023,1,"Jan",2,17,"Mon","Q1",FALSE,FALSE,"Winter","Evening","18-25",9.9711,9.9711,"High Spender"
"CID019","Komal Chakraborty",54,"Female","7543766091","Jaipur",2023-01-02 17:44:42,"Other","Umbrella",3,419.72,1259.16,"Wallet","Mobile App","New Customer",2023,1,"Jan",2,17,"Mon","Q1",FALSE,FALSE,"Winter","Evening","46-55",6.042,7.139,"Mid Spender"
"CID072","Naresh Hegde",43,"Male","7621600164","Bangalore",2023-01-03 09:55:28,"Groceries","Amul Butter 500g",1,301.22,301.22,"Debit Card","Phone","New Customer",2023,1,"Jan",3,9,"Tue","Q1",FALSE,FALSE,"Winter","Morning","36-45",5.7112,5.7112,"Low Spender"
"CID072","Naresh Hegde",43,"Male","7621600164","Bangalore",2023-01-03 09:55:28,"Groceries","Basmati Rice 5kg",1,387.82,387.82,"UPI","Phone","New Customer",2023,1,"Jan",3,9,"Tue","Q1",FALSE,FALSE,"Winter","Morning","36-45",5.9631,5.9631,"Low Spender"
"CID158","Yusuf Malhotra",46,"Male","7337049477","Surat",2023-01-03 10:33:45,"Groceries","Himalaya Honey 500g",3,285.3,855.9,"Cash","Mobile App","New Customer",2023,1,"Jan",3,10,"Tue","Q1",FALSE,FALSE,"Winter","Morning","46-55",5.657,6.7533,"Low Spender"
"CID190","Subha Ghosh",48,"Female","7681734031","Ahmedabad",2023-01-03 11:28:48,"Sports","Football",2,896.88,1793.76,"Cash","Online","Regular",2023,1,"Jan",3,11,"Tue","Q1",FALSE,FALSE,"Winter","Morning","46-55",6.8,7.4926,"Mid Spender"
"CID178","Vandana Trivedi",53,"Female","8950944382","Delhi",2023-01-03 12:59:20,"Automotive","Car Seat Cover Set",1,3336.66,3336.66,"Net Banking","Phone","VIP",2023,1,"Jan",3,12,"Tue","Q1",FALSE,FALSE,"Winter","Afternoon","46-55",8.113,8.113,"Mid Spender"
"CID087","Rajesh Goyal",27,"Male","9196366047","Chennai",2023-01-03 13:07:20,"Clothing","Leggings",2,859.33,1718.66,"Debit Card","Online","VIP",2023,1,"Jan",3,13,"Tue","Q1",FALSE,FALSE,"Winter","Afternoon","26-35",6.7573,7.4499,"Mid Spender"
"CID066","Nisha Dey",48,"Female","9648628049","Bangalore",2023-01-03 14:49:33,"Books","Deep Work",1,298.46,298.46,"Cash","Mobile App","Regular",2023,1,"Jan",3,14,"Tue","Q1",FALSE,FALSE,"Winter","Afternoon","46-55",5.702,5.702,"Low Spender"
"CID066","Nisha Dey",48,"Female","9648628049","Bangalore",2023-01-03 14:49:33,"Groceries","Bournvita 1kg",5,409.86,2049.3,"Cash","Mobile App","Regular",2023,1,"Jan",3,14,"Tue","Q1",FALSE,FALSE,"Winter","Afternoon","46-55",6.0183,7.6257,"Mid Spender"
"CID021","Yogesh Balaji",51,"Other","8344819657","Pune",2023-01-03 14:51:23,"Books","Atomic Habits",2,626.31,1252.62,"Debit Card","Online","VIP",2023,1,"Jan",3,14,"Tue","Q1",FALSE,FALSE,"Winter","Afternoon","46-55",6.4414,7.1338,"Mid Spender"
"CID184","Sangita Chaudhary",55,"Other","9499356690","Kolkata",2023-01-03 16:11:04,"Groceries","Sunflower Oil 1L",1,239.64,239.64,"Credit Card","Mobile App","Premium",2023,1,"Jan",3,16,"Tue","Q1",FALSE,FALSE,"Winter","Evening","46-55",5.4833,5.4833,"Low Spender"
"CID184","Sangita Chaudhary",55,"Other","9499356690","Kolkata",2023-01-03 16:11:04,"Groceries","Mixed Dry Fruits 500g",1,815.7,815.7,"Credit Card","Mobile App","Premium",2023,1,"Jan",3,16,"Tue","Q1",FALSE,FALSE,"Winter","Evening","46-55",6.7053,6.7053,"Low Spender"
"CID161","Vaishali Doshi",64,"Other","8310987925","Mumbai",2023-01-03 17:22:57,"Electronics","Mechanical Keyboard",2,3735.6,7471.2,"Credit Card","Mobile App","New Customer",2023,1,"Jan",3,17,"Tue","Q1",FALSE,FALSE,"Winter","Evening","55+",8.2259,8.9189,"High Spender"
"CID134","Priyanka Mittal",45,"Female","9615578113","Surat",2023-01-03 17:35:18,"Beauty","Lakme Foundation",2,667.14,1334.28,"UPI","Phone","Premium",2023,1,"Jan",3,17,"Tue","Q1",FALSE,FALSE,"Winter","Evening","36-45",6.5045,7.1969,"Mid Spender"
"CID048","Pari Rao",49,"Female","9966175424","Bangalore",2023-01-03 17:56:04,"Groceries","Sunflower Oil 1L",1,282.22,282.22,"Debit Card","Online","Premium",2023,1,"Jan",3,17,"Tue","Q1",FALSE,FALSE,"Winter","Evening","46-55",5.6462,5.6462,"Low Spender"
"CID048","Pari Rao",49,"Female","9966175424","Bangalore",2023-01-03 17:56:04,"Beauty","Set Wet Hair Gel",2,189.27,378.54,"Debit Card","Online","Premium",2023,1,"Jan",3,17,"Tue","Q1",FALSE,FALSE,"Winter","Evening","46-55",5.2484,5.939,"Low Spender"
"CID222","Sunil Doshi",61,"Other","8215584837","Pune",2023-01-04 09:02:55,"Groceries","Nescafe Coffee 200g",2,749.63,1499.26,"Credit Card","Mobile App","VIP",2023,1,"Jan",4,9,"Wed","Q1",FALSE,FALSE,"Winter","Morning","55+",6.6209,7.3134,"Mid Spender"
"CID222","Sunil Doshi",61,"Other","8215584837","Pune",2023-01-04 09:02:55,"Groceries","Himalaya Honey 500g",7,480.6,3364.2,"Credit Card","Mobile App","VIP",2023,1,"Jan",4,9,"Wed","Q1",FALSE,FALSE,"Winter","Morning","55+",6.1771,8.1212,"Mid Spender"
"CID025","Kratika Abraham",58,"Female","7468031478","Kolkata",2023-01-04 09:05:14,"Groceries","Toor Dal 1kg",2,158.04,316.08,"UPI","Mobile App","Regular",2023,1,"Jan",4,9,"Wed","Q1",FALSE,FALSE,"Winter","Morning","55+",5.0692,5.7592,"Low Spender"
"CID201","Sahil Oswal",23,"Male","7600818359","Mumbai",2023-01-04 09:49:20,"Electronics","iPad Air",1,106991.77,106991.77,"UPI","Online","VIP",2023,1,"Jan",4,9,"Wed","Q1",FALSE,FALSE,"Winter","Morning","18-25",11.5805,11.5805,"High Spender"
"CID205","Megha Ghosh",29,"Female","9510534916","Chennai",2023-01-04 10:34:46,"Groceries","Mixed Dry Fruits 500g",3,773.33,2319.99,"Credit Card","In-Store","Regular",2023,1,"Jan",4,10,"Wed","Q1",FALSE,FALSE,"Winter","Morning","26-35",6.652,7.7497,"Mid Spender"
"CID157","Monika Philip",60,"Female","7512819048","Mumbai",2023-01-04 11:27:50,"Groceries","Toor Dal 1kg",1,251.94,251.94,"Debit Card","Mobile App","VIP",2023,1,"Jan",4,11,"Wed","Q1",FALSE,FALSE,"Winter","Morning","55+",5.5332,5.5332,"Low Spender"
"CID225","Arun Sundar",23,"Male","9444982078","Bangalore",2023-01-04 12:15:15,"Sports","Cycling Helmet",4,1923.27,7693.08,"Credit Card","Online","Premium",2023,1,"Jan",4,12,"Wed","Q1",FALSE,FALSE,"Winter","Afternoon","18-25",7.5623,8.9482,"High Spender"
"CID153","Heena Krishnan",32,"Other","9635448390","Kolkata",2023-01-04 12:25:33,"Sports","Football",6,1271.64,7629.84,"Net Banking","Online","VIP",2023,1,"Jan",4,12,"Wed","Q1",FALSE,FALSE,"Winter","Afternoon","26-35",7.1488,8.94,"High Spender"
"CID252","Sanika Ali",32,"Female","7045477602","Mumbai",2023-01-04 13:01:40,"Sports","Dumbbells Set 10kg",1,2395.37,2395.37,"Cash","Online","Premium",2023,1,"Jan",4,13,"Wed","Q1",FALSE,FALSE,"Winter","Afternoon","26-35",7.7817,7.7817,"Mid Spender"
"CID173","Sonal Oswal",18,"Female","9758117472","Surat",2023-01-04 13:18:42,"Toys","Rubik's Cube",3,599.02,1797.06,"UPI","Online","VIP",2023,1,"Jan",4,13,"Wed","Q1",FALSE,FALSE,"Winter","Afternoon","18-25",6.397,7.4945,"Mid Spender"
"CID199","Megha Iyer",26,"Female","8496615574","Surat",2023-01-04 14:00:43,"Groceries","Nescafe Coffee 200g",2,475.55,951.1,"Credit Card","Phone","Regular",2023,1,"Jan",4,14,"Wed","Q1",FALSE,FALSE,"Winter","Afternoon","26-35",6.1666,6.8587,"Low Spender"
"CID284","Sanika Sharma",20,"Female","8762839658","Ahmedabad",2023-01-04 15:05:07,"Beauty","L'Oreal Shampoo",6,511.9,3071.4,"Credit Card","Mobile App","Premium",2023,1,"Jan",4,15,"Wed","Q1",FALSE,FALSE,"Winter","Evening","18-25",6.2401,8.0302,"Mid Spender"
"CID056","Supriya Mathew",34,"Other","8093410495","Surat",2023-01-04 15:26:32,"Electronics","OnePlus Nord 4",2,48861.13,97722.26,"Net Banking","Online","VIP",2023,1,"Jan",4,15,"Wed","Q1",FALSE,FALSE,"Winter","Evening","26-35",10.7968,11.4899,"High Spender"
"CID056","Supriya Mathew",34,"Other","8093410495","Surat",2023-01-04 15:26:32,"Groceries","Himalaya Honey 500g",1,521.91,521.91,"Net Banking","Online","VIP",2023,1,"Jan",4,15,"Wed","Q1",FALSE,FALSE,"Winter","Evening","26-35",6.2594,6.2594,"Low Spender"
"CID006","Pankaj Agarwal",56,"Male","9560312172","Mumbai",2023-01-05 09:10:57,"Toys","Play-Doh Kit",6,914.59,5487.54,"Credit Card","Phone","Premium",2023,1,"Jan",5,9,"Thu","Q1",FALSE,FALSE,"Winter","Morning","55+",6.8196,8.6104,"Mid Spender"
"CID049","Sudhir Dubey",26,"Male","7383585460","Kolkata",2023-01-05 11:09:29,"Clothing","Denim Jeans",8,1946.48,15571.84,"Credit Card","Online","Regular",2023,1,"Jan",5,11,"Thu","Q1",FALSE,FALSE,"Winter","Morning","26-35",7.5743,9.6533,"High Spender"
"CID183","Dhruv Dinesh",40,"Male","9462307173","Jaipur",2023-01-05 11:09:48,"Clothing","Sports T-Shirt",1,745.01,745.01,"Wallet","In-Store","Regular",2023,1,"Jan",5,11,"Thu","Q1",FALSE,FALSE,"Winter","Morning","36-45",6.6147,6.6147,"Low Spender"
"CID183","Dhruv Dinesh",40,"Male","9462307173","Jaipur",2023-01-05 11:09:48,"Automotive","Car Polish Kit",3,792.12,2376.36,"Credit Card","In-Store","Regular",2023,1,"Jan",5,11,"Thu","Q1",FALSE,FALSE,"Winter","Morning","36-45",6.676,7.7737,"Mid Spender"
"CID283","Seema Qureshi",31,"Female","8507858697","Mumbai",2023-01-05 11:18:05,"Automotive","Bike Chain Lubricant",2,368.02,736.04,"Credit Card","In-Store","Regular",2023,1,"Jan",5,11,"Thu","Q1",FALSE,FALSE,"Winter","Morning","26-35",5.9109,6.6026,"Low Spender"
"CID283","Seema Qureshi",31,"Female","8507858697","Mumbai",2023-01-05 11:18:05,"Electronics","USB-C Hub",3,2025.51,6076.53,"Debit Card","In-Store","Regular",2023,1,"Jan",5,11,"Thu","Q1",FALSE,FALSE,"Winter","Morning","26-35",7.6141,8.7124,"High Spender"
"CID171","Varsha Bhatia",58,"Other","9366259496","Surat",2023-01-05 12:15:15,"Sports","Football",8,819.09,6552.72,"UPI","Mobile App","New Customer",2023,1,"Jan",5,12,"Thu","Q1",FALSE,FALSE,"Winter","Afternoon","55+",6.7094,8.7878,"High Spender"
"CID171","Varsha Bhatia",58,"Other","9366259496","Surat",2023-01-05 12:15:15,"Sports","Cycling Helmet",3,1547.56,4642.68,"UPI","Phone","New Customer",2023,1,"Jan",5,12,"Thu","Q1",FALSE,FALSE,"Winter","Afternoon","55+",7.3451,8.4433,"Mid Spender"
"CID186","Manish Abraham",61,"Male","7701682919","Delhi",2023-01-05 13:02:24,"Books","Zero to One",6,408.24,2449.44,"Cash","Phone","New Customer",2023,1,"Jan",5,13,"Thu","Q1",FALSE,FALSE,"Winter","Afternoon","55+",6.0143,7.804,"Mid Spender"
"CID229","Trisha Gupta",24,"Female","9785342708","Bangalore",2023-01-05 15:03:32,"Books","Deep Work",1,327.84,327.84,"UPI","Mobile App","New Customer",2023,1,"Jan",5,15,"Thu","Q1",FALSE,FALSE,"Winter","Evening","18-25",5.7956,5.7956,"Low Spender"
"CID229","Trisha Gupta",24,"Female","9785342708","Bangalore",2023-01-05 15:03:32,"Automotive","Helmet Full Face",2,3045.94,6091.88,"Credit Card","Mobile App","New Customer",2023,1,"Jan",5,15,"Thu","Q1",FALSE,FALSE,"Winter","Evening","18-25",8.0219,8.7149,"High Spender"
"CID135","Suchitra Joseph",33,"Female","8155266259","Jaipur",2023-01-05 16:53:41,"Electronics","JBL Bluetooth Speaker",2,5303.89,10607.78,"UPI","Online","Regular",2023,1,"Jan",5,16,"Thu","Q1",FALSE,FALSE,"Winter","Evening","26-35",8.5764,9.2694,"High Spender"
"CID057","Karan Jain",54,"Male","7087447801","Surat",2023-01-05 17:55:20,"Books","Atomic Habits",3,533.15,1599.45,"Cash","Phone","Premium",2023,1,"Jan",5,17,"Thu","Q1",FALSE,FALSE,"Winter","Evening","46-55",6.2807,7.378,"Mid Spender"
"CID132","Kratika Antony",49,"Female","9780347496","Pune",2023-01-06 10:38:26,"Groceries","Sunflower Oil 1L",2,197.54,395.08,"Cash","In-Store","Regular",2023,1,"Jan",6,10,"Fri","Q1",FALSE,FALSE,"Winter","Morning","46-55",5.291,5.9816,"Low Spender"
"CID232","Ramesh Chatterjee",55,"Male","7011148531","Bangalore",2023-01-06 12:26:11,"Groceries","Sunflower Oil 1L",2,152.33,304.66,"UPI","Online","Regular",2023,1,"Jan",6,12,"Fri","Q1",FALSE,FALSE,"Winter","Afternoon","46-55",5.0326,5.7225,"Low Spender"
"CID232","Ramesh Chatterjee",55,"Male","7011148531","Bangalore",2023-01-06 12:26:11,"Beauty","Biotique Face Cream",2,207.7,415.4,"UPI","Online","Regular",2023,1,"Jan",6,12,"Fri","Q1",FALSE,FALSE,"Winter","Afternoon","46-55",5.3409,6.0316,"Low Spender"
"CID088","Yamini Anand",61,"Female","8887270141","Delhi",2023-01-06 14:43:10,"Electronics","Samsung Galaxy S24",3,82680.37,248041.11,"UPI","In-Store","Premium",2023,1,"Jan",6,14,"Fri","Q1",FALSE,FALSE,"Winter","Afternoon","55+",11.3227,12.4214,"High Spender"
"CID047","Sunil Qureshi",54,"Male","9857657520","Ahmedabad",2023-01-06 15:28:33,"Groceries","Bournvita 1kg",1,412.08,412.08,"Net Banking","Phone","Regular",2023,1,"Jan",6,15,"Fri","Q1",FALSE,FALSE,"Winter","Evening","46-55",6.0236,6.0236,"Low Spender"
"CID047","Sunil Qureshi",54,"Male","9857657520","Ahmedabad",2023-01-06 15:28:33,"Groceries","Basmati Rice 5kg",1,595.56,595.56,"Debit Card","Phone","Regular",2023,1,"Jan",6,15,"Fri","Q1",FALSE,FALSE,"Winter","Evening","46-55",6.3912,6.3912,"Low Spender"
"CID045","Vaibhav Menon",51,"Male","8345591645","Delhi",2023-01-06 15:31:50,"Groceries","Sugar 1kg",4,79.3673,245.4,"Debit Card","Mobile App","Premium",2023,1,"Jan",6,15,"Fri","Q1",FALSE,FALSE,"Winter","Evening","46-55",4.3866,5.507,"Low Spender"
"CID045","Vaibhav Menon",51,"Male","8345591645","Delhi",2023-01-06 15:31:50,"Groceries","Sunflower Oil 1L",3,234.88,704.64,"Credit Card","Mobile App","Premium",2023,1,"Jan",6,15,"Fri","Q1",FALSE,FALSE,"Winter","Evening","46-55",5.4633,6.5591,"Low Spender"
"CID045","Vaibhav Menon",51,"Male","8345591645","Delhi",2023-01-06 15:31:50,"Groceries","Nescafe Coffee 200g",2,537.35,1074.7,"Cash","Online","Premium",2023,1,"Jan",6,15,"Fri","Q1",FALSE,FALSE,"Winter","Evening","46-55",6.2885,6.9807,"Low Spender"
"CID039","Monika Bajaj",50,"Female","9007263570","Delhi",2023-01-06 15:58:37,"Groceries","Mixed Dry Fruits 500g",7,1327.81,9294.67,"Net Banking","Mobile App","VIP",2023,1,"Jan",6,15,"Fri","Q1",FALSE,FALSE,"Winter","Evening","46-55",7.192,9.1373,"High Spender"
"CID041","Heena Mukherjee",65,"Female","8950971635","Kolkata",2023-01-06 16:04:17,"Electronics","Canon DSLR Camera",4,49002.2,196008.8,"UPI","Online","VIP",2023,1,"Jan",6,16,"Fri","Q1",FALSE,FALSE,"Winter","Evening","55+",10.7996,12.1859,"High Spender"
"CID119","Deepa Joseph",22,"Female","9775324808","Hyderabad",2023-01-06 16:29:06,"Clothing","Saree",2,3479.22,6958.44,"Credit Card","Mobile App","Premium",2023,1,"Jan",6,16,"Fri","Q1",FALSE,FALSE,"Winter","Evening","18-25",8.1549,8.8479,"High Spender"
"CID119","Deepa Joseph",22,"Female","9775324808","Hyderabad",2023-01-06 16:29:06,"Clothing","Saree",2,3533.64,7067.28,"Credit Card","Mobile App","Premium",2023,1,"Jan",6,16,"Fri","Q1",FALSE,FALSE,"Winter","Evening","18-25",8.1704,8.8634,"High Spender"
"CID010","Isha Gowda",34,"Other","8954046129","Hyderabad",2023-01-06 17:27:37,"Groceries","Sugar 1kg",1,79.3673,129.9673,"UPI","Online","Premium",2023,1,"Jan",6,17,"Fri","Q1",FALSE,FALSE,"Winter","Evening","26-35",4.3866,4.8749,"Low Spender"
"CID288","Vinay Rao",63,"Male","9150132189","Surat",2023-01-07 09:54:54,"Electronics","iPad Air",1,59400.44,59400.44,"UPI","Mobile App","Regular",2023,1,"Jan",7,9,"Sat","Q1",TRUE,FALSE,"Winter","Morning","55+",10.9921,10.9921,"High Spender"
"CID236","Nisha Cherian",38,"Female","7487122719","Delhi",2023-01-07 10:47:47,"Groceries","Sunflower Oil 1L",1,223.59,223.59,"Net Banking","Online","Regular",2023,1,"Jan",7,10,"Sat","Q1",TRUE,FALSE,"Winter","Morning","36-45",5.4143,5.4143,"Low Spender"
"CID236","Nisha Cherian",38,"Female","7487122719","Delhi",2023-01-07 10:47:47,"Automotive","LED Car Headlight Set",1,1606.25,1606.25,"Net Banking","Online","Regular",2023,1,"Jan",7,10,"Sat","Q1",TRUE,FALSE,"Winter","Morning","36-45",7.3823,7.3823,"Mid Spender"
"CID217","Sangita Mathew",48,"Other","8405243084","Ahmedabad",2023-01-07 11:10:02,"Books","Clean Code",1,682.75,682.75,"Debit Card","Online","Regular",2023,1,"Jan",7,11,"Sat","Q1",TRUE,FALSE,"Winter","Morning","46-55",6.5276,6.5276,"Low Spender"
"CID217","Sangita Mathew",48,"Other","8405243084","Ahmedabad",2023-01-07 11:10:02,"Automotive","Jump Starter Pack",1,4459,4459,"Debit Card","Online","Regular",2023,1,"Jan",7,11,"Sat","Q1",TRUE,FALSE,"Winter","Morning","46-55",8.4029,8.4029,"Mid Spender"
